location_id,station_name,city,country_code,country_name,latitude,longitude,no2,o3,pm10,pm25
212,ROLAND,Fort Smith,US,USA,35.408138,-94.524414,0.005043859649122807,0.026762042389210018,,7.734035555555556
216,South Bend-Shields D,South Bend-Mishawaka,US,USA,41.696667,-86.214722,0.004719723183391004,0.029629450915141433,,10.92136291600634
